financial_year,state,area_of_expenditure,broad_source_of_funding,real_expenditure_millions
2001-02,NT,All other medications,Government,2
2001-02,NT,All other medications,Non-government,22
2001-02,NT,All other medications,Non-government,1
2001-02,NT,All other medications,Non-government,0
2001-02,NT,Benefit-paid pharmaceuticals,Government,23
2001-02,NT,Benefit-paid pharmaceuticals,Non-government,4
2001-02,NT,Capital expenditure,Government,5
2001-02,NT,Capital expenditure,Government,6
2001-02,NT,Capital expenditure,Non-government,6
2001-02,NT,Community health,Government,60
2001-02,NT,Community health,Government,126
2001-02,NT,Community health,Non-government,0
2001-02,NT,Community health,Non-government,0
2001-02,NT,Dental services,Government,2
2001-02,NT,Dental services,Government,10
2001-02,NT,Dental services,Non-government,36
2001-02,NT,Dental services,Non-government,0
2001-02,NT,Dental services,Non-government,5
2001-02,NT,Medical expense tax rebate,Government,1
2001-02,NT,Medical expense tax rebate,Non-government,-1
2001-02,NT,Medical services,Government,72
2001-02,NT,Medical services,Non-government,11
2001-02,NT,Medical services,Non-government,8
2001-02,NT,Medical services,Non-government,3
2001-02,NT,Other health practitioners,Government,5
2001-02,NT,Other health practitioners,Non-government,17
2001-02,NT,Other health practitioners,Non-government,3
2001-02,NT,Other health practitioners,Non-government,2
2001-02,NT,Patient transport services,Government,5
2001-02,NT,Patient transport services,Government,32
2001-02,NT,Patient transport services,Non-government,2
2001-02,NT,Patient transport services,Non-government,1
2001-02,NT,Patient transport services,Non-government,0
2001-02,NT,Private hospitals,Government,8
2001-02,NT,Private hospitals,Non-government,13
2001-02,NT,Private hospitals,Non-government,6
2001-02,NT,Private hospitals,Non-government,16
2001-02,NT,Public health,Government,19
2001-02,NT,Public health,Government,42
2001-02,NT,Public health,Non-government,3
2001-02,NT,Public hospitals,Government,106
2001-02,NT,Public hospitals,Government,201
2001-02,NT,Public hospitals,Non-government,4
2001-02,NT,Public hospitals,Non-government,14
2001-02,NT,Public hospitals,Non-government,1
2001-02,NT,Research,Government,12
2001-02,NT,Research,Government,3
2001-02,NT,Research,Non-government,1
2002-03,NSW,Administration,Government,480
2002-03,NSW,Administration,Government,71
2002-03,NSW,Administration,Non-government,266
2002-03,NSW,Aids and appliances,Government,81
2002-03,NSW,Aids and appliances,Non-government,366
2002-03,NSW,Aids and appliances,Non-government,23
2002-03,NSW,Aids and appliances,Non-government,96
2002-03,NSW,All other medications,Government,31
2002-03,NSW,All other medications,Non-government,1008
2002-03,NSW,All other medications,Non-government,52
2002-03,NSW,All other medications,Non-government,25
2002-03,NSW,Benefit-paid pharmaceuticals,Government,1847
2002-03,NSW,Benefit-paid pharmaceuticals,Non-government,338
2002-03,NSW,Capital expenditure,Government,18
2002-03,NSW,Capital expenditure,Government,546
2002-03,NSW,Capital expenditure,Non-government,615
2002-03,NSW,Community health,Government,73
2002-03,NSW,Community health,Government,1210
2002-03,NSW,Community health,Non-government,11
2002-03,NSW,Community health,Non-government,0
2002-03,NSW,Dental services,Government,175
2002-03,NSW,Dental services,Government,159
2002-03,NSW,Dental services,Non-government,1302
2002-03,NSW,Dental services,Non-government,6
2002-03,NSW,Dental services,Non-government,340
2002-03,NSW,Medical expense tax rebate,Government,135
2002-03,NSW,Medical expense tax rebate,Non-government,-135
2002-03,NSW,Medical services,Government,4607
2002-03,NSW,Medical services,Non-government,734
2002-03,NSW,Medical services,Non-government,452
2002-03,NSW,Medical services,Non-government,186
2002-03,NSW,Other health practitioners,Government,274
2002-03,NSW,Other health practitioners,Non-government,527
2002-03,NSW,Other health practitioners,Non-government,132
2002-03,NSW,Other health practitioners,Non-government,148
2002-03,NSW,Patient transport services,Government,66
2002-03,NSW,Patient transport services,Government,239
2002-03,NSW,Patient transport services,Non-government,16
2002-03,NSW,Patient transport services,Non-government,38
2002-03,NSW,Patient transport services,Non-government,89
2002-03,NSW,Private hospitals,Government,707
2002-03,NSW,Private hospitals,Government,106
2002-03,NSW,Private hospitals,Non-government,37
2002-03,NSW,Private hospitals,Non-government,210
2002-03,NSW,Private hospitals,Non-government,1002
2002-03,NSW,Public health,Government,313
2002-03,NSW,Public health,Government,141
2002-03,NSW,Public health,Non-government,40
2002-03,NSW,Public hospitals,Government,4022
2002-03,NSW,Public hospitals,Government,4217
2002-03,NSW,Public hospitals,Non-government,239
2002-03,NSW,Public hospitals,Non-government,373
2002-03,NSW,Public hospitals,Non-government,212
2002-03,NSW,Research,Government,426
2002-03,NSW,Research,Government,55
2002-03,NSW,Research,Non-government,51
2002-03,VIC,Administration,Government,332
2002-03,VIC,Administration,Government,19
2002-03,VIC,Administration,Non-government,202
2002-03,VIC,Aids and appliances,Government,48
2002-03,VIC,Aids and appliances,Non-government,488
2002-03,VIC,Aids and appliances,Non-government,11
2002-03,VIC,Aids and appliances,Non-government,42
2002-03,VIC,All other medications,Government,18
2002-03,VIC,All other medications,Non-government,787
2002-03,VIC,All other medications,Non-government,28
2002-03,VIC,All other medications,Non-government,7
2002-03,VIC,Benefit-paid pharmaceuticals,Government,1317
2002-03,VIC,Benefit-paid pharmaceuticals,Non-government,240
2002-03,VIC,Capital expenditure,Government,17
2002-03,VIC,Capital expenditure,Government,653
2002-03,VIC,Capital expenditure,Non-government,946
2002-03,VIC,Community health,Government,38
2002-03,VIC,Community health,Government,1055
2002-03,VIC,Community health,Non-government,4
2002-03,VIC,Community health,Non-government,0
2002-03,VIC,Dental services,Government,88
2002-03,VIC,Dental services,Government,102
2002-03,VIC,Dental services,Non-government,1382
2002-03,VIC,Dental services,Non-government,3
2002-03,VIC,Dental services,Non-government,163
2002-03,VIC,Medical expense tax rebate,Government,79
2002-03,VIC,Medical expense tax rebate,Non-government,-79
2002-03,VIC,Medical services,Government,3166
2002-03,VIC,Medical services,Non-government,447
2002-03,VIC,Medical services,Non-government,167
2002-03,VIC,Medical services,Non-government,185
2002-03,VIC,Other health practitioners,Government,184
2002-03,VIC,Other health practitioners,Non-government,604
2002-03,VIC,Other health practitioners,Non-government,112
2002-03,VIC,Other health practitioners,Non-government,86
2002-03,VIC,Patient transport services,Government,30
2002-03,VIC,Patient transport services,Government,205
2002-03,VIC,Patient transport services,Non-government,96
2002-03,VIC,Patient transport services,Non-government,32
2002-03,VIC,Patient transport services,Non-government,5
2002-03,VIC,Private hospitals,Government,623
2002-03,VIC,Private hospitals,Government,0
2002-03,VIC,Private hospitals,Non-government,48
2002-03,VIC,Private hospitals,Non-government,179
2002-03,VIC,Private hospitals,Non-government,916
2002-03,VIC,Public health,Government,207
2002-03,VIC,Public health,Government,180
2002-03,VIC,Public health,Non-government,26
2002-03,VIC,Public hospitals,Government,2728
2002-03,VIC,Public hospitals,Government,3448
2002-03,VIC,Public hospitals,Non-government,83
2002-03,VIC,Public hospitals,Non-government,343
2002-03,VIC,Public hospitals,Non-government,77
2002-03,VIC,Research,Government,499
2002-03,VIC,Research,Government,97
2002-03,VIC,Research,Non-government,71
2002-03,QLD,Administration,Government,287
2002-03,QLD,Administration,Government,77
2002-03,QLD,Administration,Non-government,175
2002-03,QLD,Aids and appliances,Government,42
2002-03,QLD,Aids and appliances,Non-government,304
2002-03,QLD,Aids and appliances,Non-government,3
2002-03,QLD,Aids and appliances,Non-government,45
2002-03,QLD,All other medications,Government,18
2002-03,QLD,All other medications,Non-government,594
2002-03,QLD,All other medications,Non-government,4
2002-03,QLD,All other medications,Non-government,11
2002-03,QLD,Benefit-paid pharmaceuticals,Government,959
2002-03,QLD,Benefit-paid pharmaceuticals,Non-government,177
2002-03,QLD,Capital expenditure,Government,12
2002-03,QLD,Capital expenditure,Government,298
2002-03,QLD,Capital expenditure,Non-government,620
2002-03,QLD,Community health,Government,68
2002-03,QLD,Community health,Government,1058
2002-03,QLD,Community health,Non-government,3
2002-03,QLD,Community health,Non-government,0
2002-03,QLD,Dental services,Government,95
2002-03,QLD,Dental services,Government,151
2002-03,QLD,Dental services,Non-government,404
2002-03,QLD,Dental services,Non-government,3
2002-03,QLD,Dental services,Non-government,171
2002-03,QLD,Medical expense tax rebate,Government,50
2002-03,QLD,Medical expense tax rebate,Non-government,-50
2002-03,QLD,Medical services,Government,2310
2002-03,QLD,Medical services,Non-government,370
2002-03,QLD,Medical services,Non-government,93
2002-03,QLD,Medical services,Non-government,134
2002-03,QLD,Other health practitioners,Government,161
2002-03,QLD,Other health practitioners,Non-government,311
2002-03,QLD,Other health practitioners,Non-government,39
2002-03,QLD,Other health practitioners,Non-government,83
2002-03,QLD,Patient transport services,Government,28
2002-03,QLD,Patient transport services,Government,244
2002-03,QLD,Patient transport services,Non-government,96
2002-03,QLD,Patient transport services,Non-government,20
2002-03,QLD,Patient transport services,Non-government,6
2002-03,QLD,Private hospitals,Government,664
2002-03,QLD,Private hospitals,Government,30
2002-03,QLD,Private hospitals,Non-government,20
2002-03,QLD,Private hospitals,Non-government,131
2002-03,QLD,Private hospitals,Non-government,756
2002-03,QLD,Public health,Government,176
2002-03,QLD,Public health,Government,102
2002-03,QLD,Public health,Non-government,23
2002-03,QLD,Public hospitals,Government,2094
2002-03,QLD,Public hospitals,Government,2134
2002-03,QLD,Public hospitals,Non-government,30
2002-03,QLD,Public hospitals,Non-government,94
2002-03,QLD,Public hospitals,Non-government,35
2002-03,QLD,Research,Government,202
2002-03,QLD,Research,Government,26
2002-03,QLD,Research,Non-government,18
2002-03,WA,Administration,Government,138
2002-03,WA,Administration,Government,152
2002-03,WA,Administration,Non-government,77
2002-03,WA,Aids and appliances,Government,24
2002-03,WA,Aids and appliances,Non-government,264
2002-03,WA,Aids and appliances,Non-government,6
2002-03,WA,Aids and appliances,Non-government,28
2002-03,WA,All other medications,Government,8
2002-03,WA,All other medications,Non-government,338
2002-03,WA,All other medications,Non-government,5
2002-03,WA,All other medications,Non-government,4
2002-03,WA,Benefit-paid pharmaceuticals,Government,455
2002-03,WA,Benefit-paid pharmaceuticals,Non-government,89
2002-03,WA,Capital expenditure,Government,9
2002-03,WA,Capital expenditure,Government,104
2002-03,WA,Capital expenditure,Non-government,235
2002-03,WA,Community health,Government,71
2002-03,WA,Community health,Government,361
2002-03,WA,Community health,Non-government,3
2002-03,WA,Community health,Non-government,0
2002-03,WA,Dental services,Government,58
2002-03,WA,Dental services,Government,65
2002-03,WA,Dental services,Non-government,374
2002-03,WA,Dental services,Non-government,1
2002-03,WA,Dental services,Non-government,115
2002-03,WA,Medical expense tax rebate,Government,23
2002-03,WA,Medical expense tax rebate,Non-government,-23
2002-03,WA,Medical services,Government,1197
2002-03,WA,Medical services,Non-government,172
2002-03,WA,Medical services,Non-government,100
2002-03,WA,Medical services,Non-government,75
2002-03,WA,Other health practitioners,Government,78
2002-03,WA,Other health practitioners,Non-government,47
2002-03,WA,Other health practitioners,Non-government,25
2002-03,WA,Other health practitioners,Non-government,49
2002-03,WA,Patient transport services,Government,21
2002-03,WA,Patient transport services,Government,54
2002-03,WA,Patient transport services,Non-government,48
2002-03,WA,Patient transport services,Non-government,5
2002-03,WA,Patient transport services,Non-government,14
2002-03,WA,Private hospitals,Government,265
2002-03,WA,Private hospitals,Government,216
2002-03,WA,Private hospitals,Non-government,54
2002-03,WA,Private hospitals,Non-government,28
2002-03,WA,Private hospitals,Non-government,385
2002-03,WA,Public health,Government,88
2002-03,WA,Public health,Government,80
2002-03,WA,Public health,Non-government,10
2002-03,WA,Public hospitals,Government,1149
2002-03,WA,Public hospitals,Government,1172
2002-03,WA,Public hospitals,Non-government,13
2002-03,WA,Public hospitals,Non-government,84
2002-03,WA,Public hospitals,Non-government,31
2002-03,WA,Research,Government,124
2002-03,WA,Research,Government,20
