financial_year,state,area_of_expenditure,broad_source_of_funding,real_expenditure_millions
2001,TAS,Medical services,Government,303
2001,TAS,Medical services,Other,41
2001,TAS,Medical services,Other,24
2001,TAS,Medical services,Other,14
2001,TAS,Other health practitioners,Government,21
2001,TAS,Other health practitioners,Other,26
2001,TAS,Other health practitioners,Other,14
2001,TAS,Other health practitioners,Other,9
2001,TAS,Patient transport services,Government,3
2001,TAS,Patient transport services,Government,35
2001,TAS,Patient transport services,Other,0
2001,TAS,Patient transport services,Other,2
2001,TAS,Patient transport services,Other,0
2001,TAS,Private hospitals,Government,70
2001,TAS,Private hospitals,Other,12
2001,TAS,Private hospitals,Other,20
2001,TAS,Private hospitals,Other,94
2001,TAS,Public health,Government,28
2001,TAS,Public health,Government,20
2001,TAS,Public health,Other,2
2001,TAS,Public hospitals,Government,235
2001,TAS,Public hospitals,Government,232
2001,TAS,Public hospitals,Other,23
2001,TAS,Public hospitals,Other,27
2001,TAS,Public hospitals,Other,9
2001,TAS,Research,Government,21
2001,TAS,Research,Government,6
2001,TAS,Research,Other,1
2001,ACT,Administration,Government,77
2001,ACT,Administration,Government,0
2001,ACT,Administration,Other,12
2001,ACT,Aids and appliances,Government,4
2001,ACT,Aids and appliances,Government,10
2001,ACT,Aids and appliances,Other,17
2001,ACT,Aids and appliances,Other,0
2001,ACT,Aids and appliances,Other,4
2001,ACT,All other medications,Government,2
2001,ACT,All other medications,Other,40
2001,ACT,All other medications,Other,1
2001,ACT,All other medications,Other,1
2001,ACT,Benefit,Government,61
2001,ACT,Benefit,Other,14
2001,ACT,Capital expenditure,Government,2
2001,ACT,Capital expenditure,Government,26
2001,ACT,Capital expenditure,Other,13
2001,ACT,Community health,Government,3
2001,ACT,Community health,Government,111
2001,ACT,Community health,Other,1
2001,ACT,Community health,Other,0
2001,ACT,Dental services,Government,10
2001,ACT,Dental services,Government,10
2001,ACT,Dental services,Other,65
2001,ACT,Dental services,Other,0
2001,ACT,Dental services,Other,20
2001,ACT,Medical expense tax rebate,Government,9
2001,ACT,Medical expense tax rebate,Other,
2001,ACT,Medical services,Government,191
2001,ACT,Medical services,Other,49
2001,ACT,Medical services,Other,11
2001,ACT,Medical services,Other,6
2001,ACT,Other health practitioners,Government,16
2001,ACT,Other health practitioners,Other,33
2001,ACT,Other health practitioners,Other,9
2001,ACT,Other health practitioners,Other,6
2001,ACT,Patient transport services,Government,4
2001,ACT,Patient transport services,Government,1
2001,ACT,Patient transport services,Other,1
2001,ACT,Patient transport services,Other,1
2001,ACT,Patient transport services,Other,9
2001,ACT,Private hospitals,Government,31
2001,ACT,Private hospitals,Other,23
2001,ACT,Private hospitals,Other,11
2001,ACT,Private hospitals,Other,40
2001,ACT,Public health,Government,19
2001,ACT,Public health,Government,23
2001,ACT,Public health,Other,4
2001,ACT,Public hospitals,Government,145
2001,ACT,Public hospitals,Government,259
2001,ACT,Public hospitals,Other,11
2001,ACT,Public hospitals,Other,17
2001,ACT,Public hospitals,Other,6
2001,ACT,Research,Government,109
2001,ACT,Research,Government,16
2001,ACT,Research,Other,6
2001,NT,Administration,Government,20
2001,NT,Administration,Government,0
2001,NT,Administration,Other,5
2001,NT,Aids and appliances,Government,2
2001,NT,Aids and appliances,Other,8
2001,NT,Aids and appliances,Other,3
2001,NT,Aids and appliances,Other,2
2001,NT,All other medications,Government,2
2001,NT,All other medications,Government,2
2001,NT,All other medications,Other,22
2001,NT,All other medications,Other,1
2001,NT,All other medications,Other,0
2001,NT,Benefit,Government,23
2001,NT,Benefit,Other,4
2001,NT,Capital expenditure,Government,5
2001,NT,Capital expenditure,Government,6
2001,NT,Capital expenditure,Other,6
2001,NT,Community health,Government,60
2001,NT,Community health,Government,126
2001,NT,Community health,Other,0
2001,NT,Community health,Other,0
2001,NT,Dental services,Government,2
2001,NT,Dental services,Government,10
2001,NT,Dental services,Other,36
2001,NT,Dental services,Other,0
2001,NT,Dental services,Other,5
2001,NT,Medical expense tax rebate,Government,1
2001,NT,Medical expense tax rebate,Other,
2001,NT,Medical services,Government,72
2001,NT,Medical services,Other,11
2001,NT,Medical services,Other,8
2001,NT,Medical services,Other,3
2001,NT,Other health practitioners,Government,5
2001,NT,Other health practitioners,Other,17
2001,NT,Other health practitioners,Other,3
2001,NT,Other health practitioners,Other,2
2001,NT,Patient transport services,Government,5
2001,NT,Patient transport services,Government,32
2001,NT,Patient transport services,Other,2
2001,NT,Patient transport services,Other,1
2001,NT,Patient transport services,Other,0
2001,NT,Private hospitals,Government,8
2001,NT,Private hospitals,Other,13
2001,NT,Private hospitals,Other,6
2001,NT,Private hospitals,Other,16
2001,NT,Public health,Government,19
2001,NT,Public health,Government,42
2001,NT,Public health,Other,3
2001,NT,Public hospitals,Government,106
2001,NT,Public hospitals,Government,201
2001,NT,Public hospitals,Other,4
2001,NT,Public hospitals,Other,14
2001,NT,Public hospitals,Other,1
2001,NT,Research,Government,12
2001,NT,Research,Government,3
2001,NT,Research,Other,1
2002,NSW,Administration,Government,480
2002,NSW,Administration,Government,71
2002,NSW,Administration,Other,266
2002,NSW,Aids and appliances,Government,81
2002,NSW,Aids and appliances,Other,366
2002,NSW,Aids and appliances,Other,23
2002,NSW,Aids and appliances,Other,96
2002,NSW,All other medications,Government,31
2002,NSW,All other medications,Other,1008
2002,NSW,All other medications,Other,52
2002,NSW,All other medications,Other,25
2002,NSW,Benefit,Government,1847
2002,NSW,Benefit,Other,338
2002,NSW,Capital expenditure,Government,18
2002,NSW,Capital expenditure,Government,546
2002,NSW,Capital expenditure,Other,615
2002,NSW,Community health,Government,73
2002,NSW,Community health,Government,1210
2002,NSW,Community health,Other,11
2002,NSW,Community health,Other,0
2002,NSW,Dental services,Government,175
2002,NSW,Dental services,Government,159
2002,NSW,Dental services,Other,1302
2002,NSW,Dental services,Other,6
2002,NSW,Dental services,Other,340
2002,NSW,Medical expense tax rebate,Government,135
2002,NSW,Medical expense tax rebate,Other,
2002,NSW,Medical services,Government,4607
2002,NSW,Medical services,Other,734
2002,NSW,Medical services,Other,452
2002,NSW,Medical services,Other,186
2002,NSW,Other health practitioners,Government,274
2002,NSW,Other health practitioners,Other,527
2002,NSW,Other health practitioners,Other,132
2002,NSW,Other health practitioners,Other,148
2002,NSW,Patient transport services,Government,66
2002,NSW,Patient transport services,Government,239
2002,NSW,Patient transport services,Other,16
2002,NSW,Patient transport services,Other,38
2002,NSW,Patient transport services,Other,89
2002,NSW,Private hospitals,Government,707
2002,NSW,Private hospitals,Government,106
2002,NSW,Private hospitals,Other,37
2002,NSW,Private hospitals,Other,210
2002,NSW,Private hospitals,Other,1002
2002,NSW,Public health,Government,313
2002,NSW,Public health,Government,141
2002,NSW,Public health,Other,40
2002,NSW,Public hospitals,Government,4022
2002,NSW,Public hospitals,Government,4217
2002,NSW,Public hospitals,Other,239
2002,NSW,Public hospitals,Other,373
2002,NSW,Public hospitals,Other,212
2002,NSW,Research,Government,426
2002,NSW,Research,Government,55
2002,NSW,Research,Other,51
2002,VIC,Administration,Government,332
2002,VIC,Administration,Government,19
2002,VIC,Administration,Other,202
2002,VIC,Aids and appliances,Government,48
2002,VIC,Aids and appliances,Other,488
2002,VIC,Aids and appliances,Other,11
2002,VIC,Aids and appliances,Other,42
2002,VIC,All other medications,Government,18
2002,VIC,All other medications,Other,787
2002,VIC,All other medications,Other,28
2002,VIC,All other medications,Other,7
2002,VIC,Benefit,Government,1317
2002,VIC,Benefit,Other,240
2002,VIC,Capital expenditure,Government,17
2002,VIC,Capital expenditure,Government,653
2002,VIC,Capital expenditure,Other,946
2002,VIC,Community health,Government,38
2002,VIC,Community health,Government,1055
2002,VIC,Community health,Other,4
2002,VIC,Community health,Other,0
2002,VIC,Dental services,Government,88
2002,VIC,Dental services,Government,102
2002,VIC,Dental services,Other,1382
2002,VIC,Dental services,Other,3
2002,VIC,Dental services,Other,163
2002,VIC,Medical expense tax rebate,Government,79
2002,VIC,Medical expense tax rebate,Other,
2002,VIC,Medical services,Government,3166
2002,VIC,Medical services,Other,447
2002,VIC,Medical services,Other,167
2002,VIC,Medical services,Other,185
2002,VIC,Other health practitioners,Government,184
2002,VIC,Other health practitioners,Other,604
2002,VIC,Other health practitioners,Other,112
2002,VIC,Other health practitioners,Other,86
2002,VIC,Patient transport services,Government,30
2002,VIC,Patient transport services,Government,205
2002,VIC,Patient transport services,Other,96
2002,VIC,Patient transport services,Other,32
2002,VIC,Patient transport services,Other,5
2002,VIC,Private hospitals,Government,623
2002,VIC,Private hospitals,Government,0
2002,VIC,Private hospitals,Other,48
2002,VIC,Private hospitals,Other,179
2002,VIC,Private hospitals,Other,916
2002,VIC,Public health,Government,207
2002,VIC,Public health,Government,180
2002,VIC,Public health,Other,26
2002,VIC,Public hospitals,Government,2728
2002,VIC,Public hospitals,Government,3448
2002,VIC,Public hospitals,Other,83
2002,VIC,Public hospitals,Other,343
2002,VIC,Public hospitals,Other,77
2002,VIC,Research,Government,499
2002,VIC,Research,Government,97
2002,VIC,Research,Other,71
2002,QLD,Administration,Government,287
2002,QLD,Administration,Government,77
2002,QLD,Administration,Other,175
2002,QLD,Aids and appliances,Government,42
2002,QLD,Aids and appliances,Other,304
2002,QLD,Aids and appliances,Other,3
2002,QLD,Aids and appliances,Other,45
2002,QLD,All other medications,Government,18
2002,QLD,All other medications,Other,594
2002,QLD,All other medications,Other,4
2002,QLD,All other medications,Other,11
2002,QLD,Benefit,Government,959
2002,QLD,Benefit,Other,177
2002,QLD,Capital expenditure,Government,12
2002,QLD,Capital expenditure,Government,298
2002,QLD,Capital expenditure,Other,620
2002,QLD,Community health,Government,68
2002,QLD,Community health,Government,1058
2002,QLD,Community health,Other,3
2002,QLD,Community health,Other,0
2002,QLD,Dental services,Government,95
2002,QLD,Dental services,Government,151
2002,QLD,Dental services,Other,404
2002,QLD,Dental services,Other,3
2002,QLD,Dental services,Other,171
2002,QLD,Medical expense tax rebate,Government,50
2002,QLD,Medical expense tax rebate,Other,
2002,QLD,Medical services,Government,2310
2002,QLD,Medical services,Other,370
2002,QLD,Medical services,Other,93
2002,QLD,Medical services,Other,134
2002,QLD,Other health practitioners,Government,161
2002,QLD,Other health practitioners,Other,311
2002,QLD,Other health practitioners,Other,39
2002,QLD,Other health practitioners,Other,83
2002,QLD,Patient transport services,Government,28
2002,QLD,Patient transport services,Government,244
2002,QLD,Patient transport services,Other,96
2002,QLD,Patient transport services,Other,20
2002,QLD,Patient transport services,Other,6
2002,QLD,Private hospitals,Government,664
2002,QLD,Private hospitals,Government,30
2002,QLD,Private hospitals,Other,20
2002,QLD,Private hospitals,Other,131
2002,QLD,Private hospitals,Other,756
2002,QLD,Public health,Government,176
2002,QLD,Public health,Government,102
2002,QLD,Public health,Other,23
2002,QLD,Public hospitals,Government,2094
2002,QLD,Public hospitals,Government,2134
2002,QLD,Public hospitals,Other,30
2002,QLD,Public hospitals,Other,94
2002,QLD,Public hospitals,Other,35
2002,QLD,Research,Government,202
2002,QLD,Research,Government,26
2002,QLD,Research,Other,18
2002,WA,Administration,Government,138
2002,WA,Administration,Government,152
2002,WA,Administration,Other,77
2002,WA,Aids and appliances,Government,24
2002,WA,Aids and appliances,Other,264
2002,WA,Aids and appliances,Other,6
2002,WA,Aids and appliances,Other,28
2002,WA,All other medications,Government,8
2002,WA,All other medications,Other,338
2002,WA,All other medications,Other,5
2002,WA,All other medications,Other,4
2002,WA,Benefit,Government,455
2002,WA,Benefit,Other,89
2002,WA,Capital expenditure,Government,9
2002,WA,Capital expenditure,Government,104
2002,WA,Capital expenditure,Other,235
2002,WA,Community health,Government,71
2002,WA,Community health,Government,361
2002,WA,Community health,Other,3
2002,WA,Community health,Other,0
2002,WA,Dental services,Government,58
2002,WA,Dental services,Government,65
2002,WA,Dental services,Other,374
2002,WA,Dental services,Other,1
2002,WA,Dental services,Other,115
2002,WA,Medical expense tax rebate,Government,23
2002,WA,Medical expense tax rebate,Other,
2002,WA,Medical services,Government,1197
2002,WA,Medical services,Other,172
2002,WA,Medical services,Other,100
2002,WA,Medical services,Other,75
2002,WA,Other health practitioners,Government,78
2002,WA,Other health practitioners,Other,47
2002,WA,Other health practitioners,Other,25
2002,WA,Other health practitioners,Other,49
2002,WA,Patient transport services,Government,21
2002,WA,Patient transport services,Government,54
2002,WA,Patient transport services,Other,48
2002,WA,Patient transport services,Other,5
2002,WA,Patient transport services,Other,14
2002,WA,Private hospitals,Government,265
2002,WA,Private hospitals,Government,216
2002,WA,Private hospitals,Other,54
2002,WA,Private hospitals,Other,28
2002,WA,Private hospitals,Other,385
2002,WA,Public health,Government,88
2002,WA,Public health,Government,80
2002,WA,Public health,Other,10
2002,WA,Public hospitals,Government,1149
2002,WA,Public hospitals,Government,1172
2002,WA,Public hospitals,Other,13
2002,WA,Public hospitals,Other,84
2002,WA,Public hospitals,Other,31
2002,WA,Research,Government,124
2002,WA,Research,Government,20
2002,WA,Research,Other,14
2002,SA,Administration,Government,123
2002,SA,Administration,Government,89
2002,SA,Administration,Other,75
2002,SA,Aids and appliances,Government,19
2002,SA,Aids and appliances,Other,136
2002,SA,Aids and appliances,Other,5
2002,SA,Aids and appliances,Other,23
2002,SA,All other medications,Government,8
2002,SA,All other medications,Other,253
2002,SA,All other medications,Other,4
2002,SA,All other medications,Other,4
2002,SA,Benefit,Government,441
2002,SA,Benefit,Other,78
2002,SA,Capital expenditure,Government,9
2002,SA,Capital expenditure,Government,147
